Net generation for all sectors,,,
"https://www.eia.gov/electricity/data/browser/#/topic/0?agg=2,0,1&fuel=vvvvu&geo=vvvvvvvvvvvvo&sec=g&linechart=ELEC.GEN.ALL-US-99.A&columnchart=ELEC.GEN.ALL-US-99.A&map=ELEC.GEN.ALL-US-99.A&freq=A&start=2022&end=2023&ctype=linechart&ltype=pin&rtype=s&maptype=0&rse=0&pin=",,,
Pennsylvania : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-PA-99.A,361
Pennsylvania : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-PA-99.A,361
Pennsylvania : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-PA-99.A,--
East North Central,,ELEC.GEN..A,
East North Central : all fuels (utility-scale),thousand megawatthours,ELEC.GEN.ALL-ENC-99.A,584213
East North Central : coal,thousand megawatthours,ELEC.GEN.COW-ENC-99.A,144159
East North Central : petroleum liquids,thousand megawatthours,ELEC.GEN.PEL-ENC-99.A,383
East North Central : petroleum coke,thousand megawatthours,ELEC.GEN.PC-ENC-99.A,2235
East North Central : natural gas,thousand megawatthours,ELEC.GEN.NG-ENC-99.A,221688
East North Central : other gases,thousand megawatthours,ELEC.GEN.OOG-ENC-99.A,4684
East North Central : nuclear,thousand megawatthours,ELEC.GEN.NUC-ENC-99.A,151445
East North Central : conventional hydroelectric,thousand megawatthours,ELEC.GEN.HYC-ENC-99.A,4384
East North Central : other renewables,thousand megawatthours,ELEC.GEN.AOR-ENC-99.A,55069
East North Central : wind,thousand megawatthours,ELEC.GEN.WND-ENC-99.A,43502
East North Central : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-ENC-99.A,7694
East North Central : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-ENC-99.A,7694
East North Central : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-ENC-99.A,--
East North Central : geothermal,thousand megawatthours,ELEC.GEN.GEO-ENC-99.A,--
East North Central : biomass,thousand megawatthours,ELEC.GEN.BIO-ENC-99.A,3873
East North Central : wood and wood-derived fuels,thousand megawatthours,ELEC.GEN.WWW-ENC-99.A,2083
East North Central : other biomass,thousand megawatthours,ELEC.GEN.WAS-ENC-99.A,1791
East North Central : hydro-electric pumped storage,thousand megawatthours,ELEC.GEN.HPS-ENC-99.A,-810
East North Central : other,thousand megawatthours,ELEC.GEN.OTH-ENC-99.A,977
East North Central : all solar,thousand megawatthours,ELEC.GEN.TSN-ENC-99.A,10580
East North Central : small-scale solar photovoltaic,thousand megawatthours,ELEC.GEN.DPV-ENC-99.A,2887
East North Central : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-ENC-99.A,7694
East North Central : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-ENC-99.A,7694
East North Central : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-ENC-99.A,--
Illinois,,ELEC.GEN..A,
Illinois : all fuels (utility-scale),thousand megawatthours,ELEC.GEN.ALL-IL-99.A,177738
Illinois : coal,thousand megawatthours,ELEC.GEN.COW-IL-99.A,27150
Illinois : petroleum liquids,thousand megawatthours,ELEC.GEN.PEL-IL-99.A,26
Illinois : petroleum coke,thousand megawatthours,ELEC.GEN.PC-IL-99.A,0
Illinois : natural gas,thousand megawatthours,ELEC.GEN.NG-IL-99.A,28445
Illinois : other gases,thousand megawatthours,ELEC.GEN.OOG-IL-99.A,248
Illinois : nuclear,thousand megawatthours,ELEC.GEN.NUC-IL-99.A,97559
Illinois : conventional hydroelectric,thousand megawatthours,ELEC.GEN.HYC-IL-99.A,92
Illinois : other renewables,thousand megawatthours,ELEC.GEN.AOR-IL-99.A,23961
Illinois : wind,thousand megawatthours,ELEC.GEN.WND-IL-99.A,21808
Illinois : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-IL-99.A,1911
Illinois : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-IL-99.A,1911
Illinois : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-IL-99.A,--
Illinois : geothermal,thousand megawatthours,ELEC.GEN.GEO-IL-99.A,--
Illinois : biomass,thousand megawatthours,ELEC.GEN.BIO-IL-99.A,242
Illinois : wood and wood-derived fuels,thousand megawatthours,ELEC.GEN.WWW-IL-99.A,0
Illinois : other biomass,thousand megawatthours,ELEC.GEN.WAS-IL-99.A,242
Illinois : hydro-electric pumped storage,thousand megawatthours,ELEC.GEN.HPS-IL-99.A,--
Illinois : other,thousand megawatthours,ELEC.GEN.OTH-IL-99.A,256
Illinois : all solar,thousand megawatthours,ELEC.GEN.TSN-IL-99.A,3447
Illinois : small-scale solar photovoltaic,thousand megawatthours,ELEC.GEN.DPV-IL-99.A,1536
Illinois : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-IL-99.A,1911
Illinois : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-IL-99.A,1911
Illinois : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-IL-99.A,--
Indiana,,ELEC.GEN..A,
Indiana : all fuels (utility-scale),thousand megawatthours,ELEC.GEN.ALL-IN-99.A,90047
Indiana : coal,thousand megawatthours,ELEC.GEN.COW-IN-99.A,40932
Indiana : petroleum liquids,thousand megawatthours,ELEC.GEN.PEL-IN-99.A,97
Indiana : petroleum coke,thousand megawatthours,ELEC.GEN.PC-IN-99.A,0
Indiana : natural gas,thousand megawatthours,ELEC.GEN.NG-IN-99.A,34849
Indiana : other gases,thousand megawatthours,ELEC.GEN.OOG-IN-99.A,2272
Indiana : nuclear,thousand megawatthours,ELEC.GEN.NUC-IN-99.A,--
Indiana : conventional hydroelectric,thousand megawatthours,ELEC.GEN.HYC-IN-99.A,464
Indiana : other renewables,thousand megawatthours,ELEC.GEN.AOR-IN-99.A,10953
Indiana : wind,thousand megawatthours,ELEC.GEN.WND-IN-99.A,8844
Indiana : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-IN-99.A,1854
Indiana : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-IN-99.A,1854
Indiana : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-IN-99.A,--
Indiana : geothermal,thousand megawatthours,ELEC.GEN.GEO-IN-99.A,--
Indiana : biomass,thousand megawatthours,ELEC.GEN.BIO-IN-99.A,254
Indiana : wood and wood-derived fuels,thousand megawatthours,ELEC.GEN.WWW-IN-99.A,0
Indiana : other biomass,thousand megawatthours,ELEC.GEN.WAS-IN-99.A,254
Indiana : hydro-electric pumped storage,thousand megawatthours,ELEC.GEN.HPS-IN-99.A,--
Indiana : other,thousand megawatthours,ELEC.GEN.OTH-IN-99.A,482
Indiana : all solar,thousand megawatthours,ELEC.GEN.TSN-IN-99.A,2203
Indiana : small-scale solar photovoltaic,thousand megawatthours,ELEC.GEN.DPV-IN-99.A,349
Indiana : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-IN-99.A,1854
Indiana : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-IN-99.A,1854
Indiana : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-IN-99.A,--
Michigan,,ELEC.GEN..A,
Michigan : all fuels (utility-scale),thousand megawatthours,ELEC.GEN.ALL-MI-99.A,120657
Michigan : coal,thousand megawatthours,ELEC.GEN.COW-MI-99.A,23555
Michigan : petroleum liquids,thousand megawatthours,ELEC.GEN.PEL-MI-99.A,97
Michigan : petroleum coke,thousand megawatthours,ELEC.GEN.PC-MI-99.A,1257
Michigan : natural gas,thousand megawatthours,ELEC.GEN.NG-MI-99.A,54068
Michigan : other gases,thousand megawatthours,ELEC.GEN.OOG-MI-99.A,1377
Michigan : nuclear,thousand megawatthours,ELEC.GEN.NUC-MI-99.A,27996
Michigan : conventional hydroelectric,thousand megawatthours,ELEC.GEN.HYC-MI-99.A,1395
Michigan : other renewables,thousand megawatthours,ELEC.GEN.AOR-MI-99.A,11584
Michigan : wind,thousand megawatthours,ELEC.GEN.WND-MI-99.A,8292
Michigan : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-MI-99.A,1269
Michigan : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-MI-99.A,1269
Michigan : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-MI-99.A,--
Michigan : geothermal,thousand megawatthours,ELEC.GEN.GEO-MI-99.A,--
Michigan : biomass,thousand megawatthours,ELEC.GEN.BIO-MI-99.A,2023
Michigan : wood and wood-derived fuels,thousand megawatthours,ELEC.GEN.WWW-MI-99.A,1269
Michigan : other biomass,thousand megawatthours,ELEC.GEN.WAS-MI-99.A,754
Michigan : hydro-electric pumped storage,thousand megawatthours,ELEC.GEN.HPS-MI-99.A,-810
Michigan : other,thousand megawatthours,ELEC.GEN.OTH-MI-99.A,138
Michigan : all solar,thousand megawatthours,ELEC.GEN.TSN-MI-99.A,1566
Michigan : small-scale solar photovoltaic,thousand megawatthours,ELEC.GEN.DPV-MI-99.A,298
Michigan : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-MI-99.A,1269
Michigan : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-MI-99.A,1269
Michigan : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-MI-99.A,--
Ohio,,ELEC.GEN..A,
Ohio : all fuels (utility-scale),thousand megawatthours,ELEC.GEN.ALL-OH-99.A,133223
Ohio : coal,thousand megawatthours,ELEC.GEN.COW-OH-99.A,31436
Ohio : petroleum liquids,thousand megawatthours,ELEC.GEN.PEL-OH-99.A,114
Ohio : petroleum coke,thousand megawatthours,ELEC.GEN.PC-OH-99.A,935
Ohio : natural gas,thousand megawatthours,ELEC.GEN.NG-OH-99.A,78705
Ohio : other gases,thousand megawatthours,ELEC.GEN.OOG-OH-99.A,787
Ohio : nuclear,thousand megawatthours,ELEC.GEN.NUC-OH-99.A,16207
Ohio : conventional hydroelectric,thousand megawatthours,ELEC.GEN.HYC-OH-99.A,507
Ohio : other renewables,thousand megawatthours,ELEC.GEN.AOR-OH-99.A,4526
Ohio : wind,thousand megawatthours,ELEC.GEN.WND-OH-99.A,2819
Ohio : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-OH-99.A,1382
Ohio : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-OH-99.A,1382
Ohio : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-OH-99.A,--
Ohio : geothermal,thousand megawatthours,ELEC.GEN.GEO-OH-99.A,--
Ohio : biomass,thousand megawatthours,ELEC.GEN.BIO-OH-99.A,324
Ohio : wood and wood-derived fuels,thousand megawatthours,ELEC.GEN.WWW-OH-99.A,167
Ohio : other biomass,thousand megawatthours,ELEC.GEN.WAS-OH-99.A,157
Ohio : hydro-electric pumped storage,thousand megawatthours,ELEC.GEN.HPS-OH-99.A,--
Ohio : other,thousand megawatthours,ELEC.GEN.OTH-OH-99.A,6
Ohio : all solar,thousand megawatthours,ELEC.GEN.TSN-OH-99.A,1800
Ohio : small-scale solar photovoltaic,thousand megawatthours,ELEC.GEN.DPV-OH-99.A,418
Ohio : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-OH-99.A,1382
Ohio : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-OH-99.A,1382
Ohio : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-OH-99.A,--
Wisconsin,,ELEC.GEN..A,
Wisconsin : all fuels (utility-scale),thousand megawatthours,ELEC.GEN.ALL-WI-99.A,62549
Wisconsin : coal,thousand megawatthours,ELEC.GEN.COW-WI-99.A,21087
Wisconsin : petroleum liquids,thousand megawatthours,ELEC.GEN.PEL-WI-99.A,48
Wisconsin : petroleum coke,thousand megawatthours,ELEC.GEN.PC-WI-99.A,43
Wisconsin : natural gas,thousand megawatthours,ELEC.GEN.NG-WI-99.A,25621
Wisconsin : other gases,thousand megawatthours,ELEC.GEN.OOG-WI-99.A,--
Wisconsin : nuclear,thousand megawatthours,ELEC.GEN.NUC-WI-99.A,9683
Wisconsin : conventional hydroelectric,thousand megawatthours,ELEC.GEN.HYC-WI-99.A,1926
Wisconsin : other renewables,thousand megawatthours,ELEC.GEN.AOR-WI-99.A,4046
Wisconsin : wind,thousand megawatthours,ELEC.GEN.WND-WI-99.A,1738
Wisconsin : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-WI-99.A,1277
Wisconsin : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-WI-99.A,1277
Wisconsin : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-WI-99.A,--
Wisconsin : geothermal,thousand megawatthours,ELEC.GEN.GEO-WI-99.A,--
Wisconsin : biomass,thousand megawatthours,ELEC.GEN.BIO-WI-99.A,1030
Wisconsin : wood and wood-derived fuels,thousand megawatthours,ELEC.GEN.WWW-WI-99.A,647
Wisconsin : other biomass,thousand megawatthours,ELEC.GEN.WAS-WI-99.A,383
Wisconsin : hydro-electric pumped storage,thousand megawatthours,ELEC.GEN.HPS-WI-99.A,--
Wisconsin : other,thousand megawatthours,ELEC.GEN.OTH-WI-99.A,95
Wisconsin : all solar,thousand megawatthours,ELEC.GEN.TSN-WI-99.A,1564
Wisconsin : small-scale solar photovoltaic,thousand megawatthours,ELEC.GEN.DPV-WI-99.A,287
Wisconsin : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-WI-99.A,1277
Wisconsin : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-WI-99.A,1277
Wisconsin : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-WI-99.A,--
West North Central,,ELEC.GEN..A,
West North Central : all fuels (utility-scale),thousand megawatthours,ELEC.GEN.ALL-WNC-99.A,351225
West North Central : coal,thousand megawatthours,ELEC.GEN.COW-WNC-99.A,127850
West North Central : petroleum liquids,thousand megawatthours,ELEC.GEN.PEL-WNC-99.A,418
West North Central : petroleum coke,thousand megawatthours,ELEC.GEN.PC-WNC-99.A,2
West North Central : natural gas,thousand megawatthours,ELEC.GEN.NG-WNC-99.A,44054
West North Central : other gases,thousand megawatthours,ELEC.GEN.OOG-WNC-99.A,23
West North Central : nuclear,thousand megawatthours,ELEC.GEN.NUC-WNC-99.A,38331
West North Central : conventional hydroelectric,thousand megawatthours,ELEC.GEN.HYC-WNC-99.A,10055
West North Central : other renewables,thousand megawatthours,ELEC.GEN.AOR-WNC-99.A,130196
West North Central : wind,thousand megawatthours,ELEC.GEN.WND-WNC-99.A,125583
West North Central : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-WNC-99.A,2997
West North Central : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-WNC-99.A,2997
West North Central : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-WNC-99.A,--
West North Central : geothermal,thousand megawatthours,ELEC.GEN.GEO-WNC-99.A,--
West North Central : biomass,thousand megawatthours,ELEC.GEN.BIO-WNC-99.A,1616
West North Central : wood and wood-derived fuels,thousand megawatthours,ELEC.GEN.WWW-WNC-99.A,904
West North Central : other biomass,thousand megawatthours,ELEC.GEN.WAS-WNC-99.A,712
West North Central : hydro-electric pumped storage,thousand megawatthours,ELEC.GEN.HPS-WNC-99.A,-49
West North Central : other,thousand megawatthours,ELEC.GEN.OTH-WNC-99.A,344
West North Central : all solar,thousand megawatthours,ELEC.GEN.TSN-WNC-99.A,4586
West North Central : small-scale solar photovoltaic,thousand megawatthours,ELEC.GEN.DPV-WNC-99.A,1589
West North Central : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-WNC-99.A,2997
West North Central : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-WNC-99.A,2997
West North Central : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-WNC-99.A,--
Iowa,,ELEC.GEN..A,
Iowa : all fuels (utility-scale),thousand megawatthours,ELEC.GEN.ALL-IA-99.A,69837
Iowa : coal,thousand megawatthours,ELEC.GEN.COW-IA-99.A,16414
Iowa : petroleum liquids,thousand megawatthours,ELEC.GEN.PEL-IA-99.A,62
Iowa : petroleum coke,thousand megawatthours,ELEC.GEN.PC-IA-99.A,2
Iowa : natural gas,thousand megawatthours,ELEC.GEN.NG-IA-99.A,10241
Iowa : other gases,thousand megawatthours,ELEC.GEN.OOG-IA-99.A,--
Iowa : nuclear,thousand megawatthours,ELEC.GEN.NUC-IA-99.A,--
Iowa : conventional hydroelectric,thousand megawatthours,ELEC.GEN.HYC-IA-99.A,948
Iowa : other renewables,thousand megawatthours,ELEC.GEN.AOR-IA-99.A,42170
Iowa : wind,thousand megawatthours,ELEC.GEN.WND-IA-99.A,41439
Iowa : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-IA-99.A,521
Iowa : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-IA-99.A,521
Iowa : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-IA-99.A,--
Iowa : geothermal,thousand megawatthours,ELEC.GEN.GEO-IA-99.A,--
Iowa : biomass,thousand megawatthours,ELEC.GEN.BIO-IA-99.A,209
Iowa : wood and wood-derived fuels,thousand megawatthours,ELEC.GEN.WWW-IA-99.A,1
Iowa : other biomass,thousand megawatthours,ELEC.GEN.WAS-IA-99.A,208
Iowa : hydro-electric pumped storage,thousand megawatthours,ELEC.GEN.HPS-IA-99.A,--
Iowa : other,thousand megawatthours,ELEC.GEN.OTH-IA-99.A,0
Iowa : all solar,thousand megawatthours,ELEC.GEN.TSN-IA-99.A,911
Iowa : small-scale solar photovoltaic,thousand megawatthours,ELEC.GEN.DPV-IA-99.A,390
Iowa : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-IA-99.A,521
Iowa : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-IA-99.A,521
Iowa : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-IA-99.A,--
Kansas,,ELEC.GEN..A,
Kansas : all fuels (utility-scale),thousand megawatthours,ELEC.GEN.ALL-KS-99.A,58457
Kansas : coal,thousand megawatthours,ELEC.GEN.COW-KS-99.A,16291
Kansas : petroleum liquids,thousand megawatthours,ELEC.GEN.PEL-KS-99.A,59
Kansas : petroleum coke,thousand megawatthours,ELEC.GEN.PC-KS-99.A,--
Kansas : natural gas,thousand megawatthours,ELEC.GEN.NG-KS-99.A,4369
Kansas : other gases,thousand megawatthours,ELEC.GEN.OOG-KS-99.A,--
Kansas : nuclear,thousand megawatthours,ELEC.GEN.NUC-KS-99.A,10302
Kansas : conventional hydroelectric,thousand megawatthours,ELEC.GEN.HYC-KS-99.A,13
Kansas : other renewables,thousand megawatthours,ELEC.GEN.AOR-KS-99.A,27420
Kansas : wind,thousand megawatthours,ELEC.GEN.WND-KS-99.A,27273
Kansas : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-KS-99.A,81
Kansas : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-KS-99.A,81
Kansas : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-KS-99.A,--
Kansas : geothermal,thousand megawatthours,ELEC.GEN.GEO-KS-99.A,--
Kansas : biomass,thousand megawatthours,ELEC.GEN.BIO-KS-99.A,66
Kansas : wood and wood-derived fuels,thousand megawatthours,ELEC.GEN.WWW-KS-99.A,--
Kansas : other biomass,thousand megawatthours,ELEC.GEN.WAS-KS-99.A,66
Kansas : hydro-electric pumped storage,thousand megawatthours,ELEC.GEN.HPS-KS-99.A,--
Kansas : other,thousand megawatthours,ELEC.GEN.OTH-KS-99.A,3
Kansas : all solar,thousand megawatthours,ELEC.GEN.TSN-KS-99.A,210
Kansas : small-scale solar photovoltaic,thousand megawatthours,ELEC.GEN.DPV-KS-99.A,129
Kansas : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-KS-99.A,81
Kansas : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-KS-99.A,81
Kansas : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-KS-99.A,--
Minnesota,,ELEC.GEN..A,
Minnesota : all fuels (utility-scale),thousand megawatthours,ELEC.GEN.ALL-MN-99.A,57277
Minnesota : coal,thousand megawatthours,ELEC.GEN.COW-MN-99.A,12794
Minnesota : petroleum liquids,thousand megawatthours,ELEC.GEN.PEL-MN-99.A,54
Minnesota : petroleum coke,thousand megawatthours,ELEC.GEN.PC-MN-99.A,--
Minnesota : natural gas,thousand megawatthours,ELEC.GEN.NG-MN-99.A,13824
Minnesota : other gases,thousand megawatthours,ELEC.GEN.OOG-MN-99.A,--
Minnesota : nuclear,thousand megawatthours,ELEC.GEN.NUC-MN-99.A,11924
Minnesota : conventional hydroelectric,thousand megawatthours,ELEC.GEN.HYC-MN-99.A,750
Minnesota : other renewables,thousand megawatthours,ELEC.GEN.AOR-MN-99.A,17628
Minnesota : wind,thousand megawatthours,ELEC.GEN.WND-MN-99.A,14398
Minnesota : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-MN-99.A,2094
Minnesota : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-MN-99.A,2094
Minnesota : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-MN-99.A,--
Minnesota : geothermal,thousand megawatthours,ELEC.GEN.GEO-MN-99.A,--
Minnesota : biomass,thousand megawatthours,ELEC.GEN.BIO-MN-99.A,1135
Minnesota : wood and wood-derived fuels,thousand megawatthours,ELEC.GEN.WWW-MN-99.A,847
Minnesota : other biomass,thousand megawatthours,ELEC.GEN.WAS-MN-99.A,288
Minnesota : hydro-electric pumped storage,thousand megawatthours,ELEC.GEN.HPS-MN-99.A,--
Minnesota : other,thousand megawatthours,ELEC.GEN.OTH-MN-99.A,303
Minnesota : all solar,thousand megawatthours,ELEC.GEN.TSN-MN-99.A,2417
Minnesota : small-scale solar photovoltaic,thousand megawatthours,ELEC.GEN.DPV-MN-99.A,323
Minnesota : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-MN-99.A,2094
Minnesota : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-MN-99.A,2094
Minnesota : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-MN-99.A,--
Missouri,,ELEC.GEN..A,
Missouri : all fuels (utility-scale),thousand megawatthours,ELEC.GEN.ALL-MO-99.A,66703
Missouri : coal,thousand megawatthours,ELEC.GEN.COW-MO-99.A,40347
Missouri : petroleum liquids,thousand megawatthours,ELEC.GEN.PEL-MO-99.A,132
Missouri : petroleum coke,thousand megawatthours,ELEC.GEN.PC-MO-99.A,--
Missouri : natural gas,thousand megawatthours,ELEC.GEN.NG-MO-99.A,9260
Missouri : other gases,thousand megawatthours,ELEC.GEN.OOG-MO-99.A,--
Missouri : nuclear,thousand megawatthours,ELEC.GEN.NUC-MO-99.A,9180
Missouri : conventional hydroelectric,thousand megawatthours,ELEC.GEN.HYC-MO-99.A,785
Missouri : other renewables,thousand megawatthours,ELEC.GEN.AOR-MO-99.A,7049
Missouri : wind,thousand megawatthours,ELEC.GEN.WND-MO-99.A,6775
Missouri : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-MO-99.A,174
Missouri : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-MO-99.A,174
Missouri : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-MO-99.A,--
Missouri : geothermal,thousand megawatthours,ELEC.GEN.GEO-MO-99.A,--
Missouri : biomass,thousand megawatthours,ELEC.GEN.BIO-MO-99.A,99
Missouri : wood and wood-derived fuels,thousand megawatthours,ELEC.GEN.WWW-MO-99.A,40
Missouri : other biomass,thousand megawatthours,ELEC.GEN.WAS-MO-99.A,59
Missouri : hydro-electric pumped storage,thousand megawatthours,ELEC.GEN.HPS-MO-99.A,-49
Missouri : other,thousand megawatthours,ELEC.GEN.OTH-MO-99.A,0
Missouri : all solar,thousand megawatthours,ELEC.GEN.TSN-MO-99.A,867
Missouri : small-scale solar photovoltaic,thousand megawatthours,ELEC.GEN.DPV-MO-99.A,692
Missouri : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-MO-99.A,174
Missouri : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-MO-99.A,174
Missouri : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-MO-99.A,--
Nebraska,,ELEC.GEN..A,
Nebraska : all fuels (utility-scale),thousand megawatthours,ELEC.GEN.ALL-NE-99.A,39446
Nebraska : coal,thousand megawatthours,ELEC.GEN.COW-NE-99.A,17916
Nebraska : petroleum liquids,thousand megawatthours,ELEC.GEN.PEL-NE-99.A,35
Nebraska : petroleum coke,thousand megawatthours,ELEC.GEN.PC-NE-99.A,--
Nebraska : natural gas,thousand megawatthours,ELEC.GEN.NG-NE-99.A,1411
Nebraska : other gases,thousand megawatthours,ELEC.GEN.OOG-NE-99.A,--
Nebraska : nuclear,thousand megawatthours,ELEC.GEN.NUC-NE-99.A,6926
Nebraska : conventional hydroelectric,thousand megawatthours,ELEC.GEN.HYC-NE-99.A,1143
Nebraska : other renewables,thousand megawatthours,ELEC.GEN.AOR-NE-99.A,12015
Nebraska : wind,thousand megawatthours,ELEC.GEN.WND-NE-99.A,11845
Nebraska : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-NE-99.A,79
Nebraska : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-NE-99.A,79
Nebraska : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-NE-99.A,--
Nebraska : geothermal,thousand megawatthours,ELEC.GEN.GEO-NE-99.A,--
Nebraska : biomass,thousand megawatthours,ELEC.GEN.BIO-NE-99.A,90
Nebraska : wood and wood-derived fuels,thousand megawatthours,ELEC.GEN.WWW-NE-99.A,0
Nebraska : other biomass,thousand megawatthours,ELEC.GEN.WAS-NE-99.A,90
Nebraska : hydro-electric pumped storage,thousand megawatthours,ELEC.GEN.HPS-NE-99.A,--
Nebraska : other,thousand megawatthours,ELEC.GEN.OTH-NE-99.A,0
Nebraska : all solar,thousand megawatthours,ELEC.GEN.TSN-NE-99.A,129
Nebraska : small-scale solar photovoltaic,thousand megawatthours,ELEC.GEN.DPV-NE-99.A,49
Nebraska : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-NE-99.A,79
Nebraska : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-NE-99.A,79
Nebraska : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-NE-99.A,--
North Dakota,,ELEC.GEN..A,
North Dakota : all fuels (utility-scale),thousand megawatthours,ELEC.GEN.ALL-ND-99.A,42069
North Dakota : coal,thousand megawatthours,ELEC.GEN.COW-ND-99.A,22525
North Dakota : petroleum liquids,thousand megawatthours,ELEC.GEN.PEL-ND-99.A,53
North Dakota : petroleum coke,thousand megawatthours,ELEC.GEN.PC-ND-99.A,--
North Dakota : natural gas,thousand megawatthours,ELEC.GEN.NG-ND-99.A,2833
North Dakota : other gases,thousand megawatthours,ELEC.GEN.OOG-ND-99.A,23
North Dakota : nuclear,thousand megawatthours,ELEC.GEN.NUC-ND-99.A,--
North Dakota : conventional hydroelectric,thousand megawatthours,ELEC.GEN.HYC-ND-99.A,2119
North Dakota : other renewables,thousand megawatthours,ELEC.GEN.AOR-ND-99.A,14477
North Dakota : wind,thousand megawatthours,ELEC.GEN.WND-ND-99.A,14477
North Dakota : all utility-scale solar,thousand megawatthours,ELEC.GEN.SUN-ND-99.A,--
North Dakota : utility-scale photovoltaic,thousand megawatthours,ELEC.GEN.SPV-ND-99.A,--
North Dakota : utility-scale thermal,thousand megawatthours,ELEC.GEN.STH-ND-99.A,--
North Dakota : geothermal,thousand megawatthours,ELEC.GEN.GEO-ND-99.A,--
North Dakota : biomass,thousand megawatthours,ELEC.GEN.BIO-ND-99.A,0
